FullName,Winery,WineName,Year,Region,RegionalVariety,VintageRating,VintageRatingCount,WineRating,WineRatingCount,VintagePrice,WinePrice,VintageRatingPriceRatio,WineRatingPriceRatio
E. Guigal Ermitage Ex-Voto Blanc 2012,E. Guigal,Ermitage Ex-Voto Blanc,2012,Northern Rhône,White,4.4,36,4.3,427,114.68,114.68,0.03836763167073596,0.03749564004185559
Kistler Durell Vineyard Chardonnay 2011,Kistler,Durell Vineyard Chardonnay,2011,Californian,Chardonnay,4.4,33,4.4,723,193.24,193.24,0.022769612916580417,0.022769612916580417
Bonneau du Martray Corton-Charlemagne Grand Cru 2017,Bonneau du Martray,Corton-Charlemagne Grand Cru,2017,Burgundy,Côte de Beaune White,4.4,33,4.4,6891,150.22,150.22,0.029290374117960326,0.029290374117960326
Penfolds Yattarna Chardonnay (BIN 144) 2017,Penfolds,Yattarna Chardonnay (BIN 144),2017,Australian,Chardonnay,4.4,32,4.3,1359,126.5,126.5,0.034782608695652174,0.03399209486166008
Lucien le Moine Corton Grand Cru Blanc 2010,Lucien le Moine,Corton Grand Cru Blanc,2010,Burgundy,Côte de Beaune White,4.4,30,4.3,210,110.68,110.68,0.03975424647632815,0.03885074087459342
Vincent Dancer Chassagne-Montrachet 1er Cru 'La Romanée' 2014,Vincent Dancer,Chassagne-Montrachet 1er Cru 'La Romanée',2014,Burgundy,Côte de Beaune White,4.4,29,4.3,386,182.68,182.68,0.0240858331508649,0.023538427851981604
Domaine Jean-Louis Chave Hermitage Blanc 2013,Domaine Jean-Louis Chave,Hermitage Blanc,2013,Northern Rhône,White,4.4,28,4.4,640,151.23,151.23,0.029094756331415728,0.029094756331415728
Lucien le Moine Meursault 1er Cru Perrières 2010,Lucien le Moine,Meursault 1er Cru Perrières,2010,Burgundy,Côte de Beaune White,4.4,27,4.4,267,110.68,110.68,0.03975424647632815,0.03975424647632815
Domaine Henri Boillot Puligny-Montrachet 1er Cru Les Pucelles 2015,Domaine Henri Boillot,Puligny-Montrachet 1er Cru Les Pucelles,2015,Burgundy,Côte de Beaune White,4.4,27,4.3,372,110.68,110.68,0.03975424647632815,0.03885074087459342
Kistler Stone Flat Vineyard Chardonnay 2011,Kistler,Stone Flat Vineyard Chardonnay,2011,Californian,Chardonnay,4.4,26,4.4,410,193.24,193.24,0.022769612916580417,0.022769612916580417
Raveneau Chablis Premier Cru 'Forêt' 2013,Raveneau,Chablis Premier Cru 'Forêt',2013,Burgundy,Chablis,4.4,26,4.4,364,166.36,166.36,0.026448665544602068,0.026448665544602068
Fontaine-Gagnard Bâtard-Montrachet Grand Cru 2012,Fontaine-Gagnard,Bâtard-Montrachet Grand Cru,2012,Burgundy,Côte de Beaune White,4.4,25,4.5,504,196.48,196.48,0.022394136807817593,0.022903094462540716
Domaine Dujac Les Combettes Puligny-Montrachet 1er Cru 2014,Domaine Dujac,Les Combettes Puligny-Montrachet 1er Cru,2014,Burgundy,Côte de Beaune White,4.4,25,4.4,54,132.5,132.5,0.03320754716981132,0.03320754716981132
Faiveley Corton-Charlemagne Grand Cru 2010,Faiveley,Corton-Charlemagne Grand Cru,2010,Burgundy,Côte de Beaune White,4.4,25,4.4,573,161.32,161.32,0.027274981403421775,0.027274981403421775
Jermann Vintage Tunina 2012,Jermann,Vintage Tunina,2012,Northern Italy,White,4.3,937,4.3,6620,55.845,55.845,0.076998836064106,0.076998836064106
Bonneau du Martray Corton-Charlemagne Grand Cru 2007,Bonneau du Martray,Corton-Charlemagne Grand Cru,2007,Burgundy,Côte de Beaune White,4.3,453,4.4,6891,175,175,0.02457142857142857,0.025142857142857144
Domaine Leflaive Puligny-Montrachet 2014,Domaine Leflaive,Puligny-Montrachet,2014,Burgundy,Côte de Beaune White,4.3,428,4.3,3758,115,115,0.03739130434782609,0.03739130434782609
Château Mouton Rothschild Aile d'Argent Blanc Bordeaux 2013,Château Mouton Rothschild,Aile d'Argent Blanc Bordeaux,2013,Bordeaux,White,4.3,318,4.2,2952,112.5,112.5,0.03822222222222222,0.037333333333333336
Domaine des Comtes Lafon Meursault Clos de la Barre 2011,Domaine des Comtes Lafon,Meursault Clos de la Barre,2011,Burgundy,Côte de Beaune White,4.3,273,4.4,1731,125,125,0.0344,0.0352
Domaine Leflaive Puligny-Montrachet 2016,Domaine Leflaive,Puligny-Montrachet,2016,Burgundy,Côte de Beaune White,4.3,223,4.3,3758,155,155,0.027741935483870966,0.027741935483870966
Domaine Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2011,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2011,Burgundy,Côte de Beaune White,4.3,221,4.4,2367,167.2,167.2,0.0257177033492823,0.026315789473684216
Château Smith Haut-Lafitte Pessac-Léognan Blanc 2012,Château Smith Haut-Lafitte,Pessac-Léognan Blanc,2012,Bordeaux,White,4.3,206,4.3,2286,142.21,142.21,0.030236973489909287,0.030236973489909287
Domaine Leflaive Puligny-Montrachet 1er Cru 'Clavoillon' 2014,Domaine Leflaive,Puligny-Montrachet 1er Cru 'Clavoillon',2014,Burgundy,Côte de Beaune White,4.3,199,4.3,3221,155,155,0.027741935483870966,0.027741935483870966
Domaine des Comtes Lafon Meursault 2009,Domaine des Comtes Lafon,Meursault,2009,Burgundy,Côte de Beaune White,4.3,191,4.3,1463,110,110,0.039090909090909086,0.039090909090909086
Domaine Long Depaquit Chablis Grand Cru 'Moutonne' (Monopole) 2014,Domaine Long Depaquit,Chablis Grand Cru 'Moutonne' (Monopole),2014,Burgundy,Chablis,4.3,187,4.3,1476,100.36,100.36,0.04284575528098844,0.04284575528098844
Château-Grillet Blanc 2010,Château-Grillet,Blanc,2010,Northern Rhône,White,4.3,186,4.3,1366,159.64,159.64,0.02693560511150088,0.02693560511150088
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2010,Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard,2010,Upper Loire Valley,White,4.3,181,4.3,1310,115,115,0.03739130434782609,0.03739130434782609
Château de Meursault Meursault Premier Cru Les Charmes Dessus 2014,Château de Meursault,Meursault Premier Cru Les Charmes Dessus,2014,Burgundy,Côte de Beaune White,4.3,155,4.3,1118,75.195,75.195,0.057184653234922535,0.057184653234922535
Bonneau du Martray Corton-Charlemagne Grand Cru 1997,Bonneau du Martray,Corton-Charlemagne Grand Cru,1997,Burgundy,Côte de Beaune White,4.3,153,4.4,6891,181.48,181.48,0.023694070972007934,0.024245095878333706
Domaine Henri Boillot Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole) 2015,Domaine Henri Boillot,Puligny-Montrachet 1er Cru 'Clos de La Mouchère' (Monopole),2015,Burgundy,Côte de Beaune White,4.3,145,4.3,1772,105,105,0.04095238095238095,0.04095238095238095
Domaine William Fèvre Chablis Grand Cru Les Clos 2013,Domaine William Fèvre,Chablis Grand Cru Les Clos,2013,Burgundy,Chablis,4.3,131,4.2,1947,59.68,59.68,0.0720509383378016,0.07037533512064344
Didier Dagueneau (Louis-Benjamin Dagueneau) Buisson Renard 2014,Didier Dagueneau (Louis-Benjamin Dagueneau),Buisson Renard,2014,Upper Loire Valley,White,4.3,129,4.3,1310,104.6,104.6,0.04110898661567878,0.04110898661567878
Domaine Coche-Dury Bourgogne Chardonnay 2011,Domaine Coche-Dury,Bourgogne Chardonnay,2011,Burgundy,White,4.3,126,4.3,930,195,195,0.02205128205128205,0.02205128205128205
Domaine William Fèvre Chablis Grand Cru Les Clos 2014,Domaine William Fèvre,Chablis Grand Cru Les Clos,2014,Burgundy,Chablis,4.3,120,4.2,1947,120,120,0.035833333333333335,0.035
de Ladoucette Baron de L Pouilly-Fumé 2000,de Ladoucette,Baron de L Pouilly-Fumé,2000,Upper Loire Valley,White,4.3,119,4.3,5655,145.73,145.73,0.02950662183490016,0.02950662183490016
Kistler Chardonnay 2012,Kistler,Chardonnay,2012,Californian,Chardonnay,4.3,117,4.3,1117,199.12,199.12,0.02159501807955002,0.02159501807955002
Louis Latour Corton-Charlemagne Grand Cru 2005,Louis Latour,Corton-Charlemagne Grand Cru,2005,Burgundy,Côte de Beaune White,4.3,115,4.4,3240,107.99,107.99,0.03981850171312159,0.040744513380868604
Vincent Dauvissat Les Clos Chablís Grand Cru 2009,Vincent Dauvissat,Les Clos Chablís Grand Cru,2009,Burgundy,Chablis,4.3,114,4.4,1048,170,170,0.02529411764705882,0.025882352941176474
Domaine des Comtes Lafon Meursault 2010,Domaine des Comtes Lafon,Meursault,2010,Burgundy,Côte de Beaune White,4.3,105,4.3,1463,120,120,0.035833333333333335,0.035833333333333335
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2006,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2006,Burgundy,Côte de Beaune White,4.3,96,4.3,1103,125.4,125.4,0.03429027113237639,0.03429027113237639
Bouchard Père & Fils Corton-Charlemagne Grand Cru Blanc 2015,Bouchard Père & Fils,Corton-Charlemagne Grand Cru Blanc,2015,Burgundy,Côte de Beaune White,4.3,95,4.3,1908,148.33,148.33,0.028989415492482972,0.028989415492482972
Bonneau du Martray Corton-Charlemagne Grand Cru 1996,Bonneau du Martray,Corton-Charlemagne Grand Cru,1996,Burgundy,Côte de Beaune White,4.3,95,4.4,6891,139.99,139.99,0.030716479748553464,0.03143081648689192
Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Les Ruchottes' Blanc 2013,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Les Ruchottes' Blanc,2013,Burgundy,Côte de Beaune White,4.3,95,4.3,911,146.68,146.68,0.029315516771202615,0.029315516771202615
Château Pape Clément Pessac-Léognan Blanc 2015,Château Pape Clément,Pessac-Léognan Blanc,2015,Bordeaux,White,4.3,95,4.2,1133,138.63,138.63,0.03101781721128183,0.030296472624972953
Louis Latour Corton-Charlemagne Grand Cru 2004,Louis Latour,Corton-Charlemagne Grand Cru,2004,Burgundy,Côte de Beaune White,4.3,93,4.4,3240,104.99,104.99,0.04095628155062387,0.04190875321459187
Domaine Coche-Dury Bourgogne Chardonnay 2016,Domaine Coche-Dury,Bourgogne Chardonnay,2016,Burgundy,White,4.3,88,4.3,930,180,180,0.023888888888888887,0.023888888888888887
Pierre-Yves Colin-Morey Saint-Aubin Premier Cru La Chatenière 2015,Pierre-Yves Colin-Morey,Saint-Aubin Premier Cru La Chatenière,2015,Burgundy,Côte de Beaune White,4.3,84,4.2,743,144.95,144.95,0.029665401862711282,0.0289755087961366
Penfolds Yattarna Chardonnay (BIN 144) 2011,Penfolds,Yattarna Chardonnay (BIN 144),2011,Australian,Chardonnay,4.3,84,4.3,1359,102.28,102.28,0.04204145482987876,0.04204145482987876
Domaine Leflaive Puligny-Montrachet 1er Cru Les Folatières 2008,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Folatières,2008,Burgundy,Côte de Beaune White,4.3,83,4.4,1246,170.4,170.4,0.025234741784037555,0.025821596244131457
Kistler McCrea Vineyard Chardonnay 2012,Kistler,McCrea Vineyard Chardonnay,2012,Californian,Chardonnay,4.3,82,4.4,1044,193.24,193.24,0.022252121713930862,0.022769612916580417
Domaine Leflaive Puligny-Montrachet 1er Cru Les Folatières 2010,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Folatières,2010,Burgundy,Côte de Beaune White,4.3,81,4.4,1246,175,175,0.02457142857142857,0.025142857142857144
Raveneau Chablis 2011,Raveneau,Chablis,2011,Burgundy,Chablis,4.3,81,4.3,655,131.07,131.07,0.03280689707789731,0.03280689707789731
Trimbach Clos Sainte Hune Riesling Alsace 2000,Trimbach,Clos Sainte Hune Riesling Alsace,2000,Alsace,Riesling,4.3,80,4.4,2637,180,180,0.023888888888888887,0.024444444444444446
Domaine Rapet Corton-Charlemagne Grand Cru 2013,Domaine Rapet,Corton-Charlemagne Grand Cru,2013,Burgundy,Côte de Beaune White,4.3,78,4.3,1180,84,84,0.05119047619047619,0.05119047619047619
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2013,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2013,Burgundy,Côte de Beaune White,4.3,78,4.3,1103,110.28,110.28,0.03899165759883932,0.03899165759883932
M. Chapoutier Ermitage de l'Orée 2006,M. Chapoutier,Ermitage de l'Orée,2006,Northern Rhône,White,4.3,74,4.3,1167,167.74,167.74,0.025634911172051984,0.025634911172051984
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2012,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2012,Burgundy,Côte de Beaune White,4.3,74,4.3,1103,116.48,116.48,0.036916208791208785,0.036916208791208785
Clos Rougeard Brézé Saumur Blanc 2007,Clos Rougeard,Brézé Saumur Blanc,2007,Loire,Chenin Blanc,4.3,70,4.4,867,166.36,166.36,0.02584755950949747,0.026448665544602068
Raveneau Chablis 2012,Raveneau,Chablis,2012,Burgundy,Chablis,4.3,70,4.3,655,131.07,131.07,0.03280689707789731,0.03280689707789731
Vincent Dauvissat Vaíllons Chablís 1er Cru 2010,Vincent Dauvissat,Vaíllons Chablís 1er Cru,2010,Burgundy,Chablis,4.3,69,4.2,731,115.68,115.68,0.03717150760719225,0.03630705394190872
Louis Jadot - Domaine Duc de Magenta Puligny-Montrachet 1er Cru Clos de la Garenne 2014,Louis Jadot - Domaine Duc de Magenta,Puligny-Montrachet 1er Cru Clos de la Garenne,2014,Burgundy,Côte de Beaune White,4.3,69,4.3,695,125,125,0.0344,0.0344
Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Boudriotte' Blanc 2009,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Boudriotte' Blanc,2009,Burgundy,Côte de Beaune White,4.3,68,4.3,1161,113.42,113.42,0.03791218479985893,0.03791218479985893
Remoissenet Père & Fils Puligny-Montrachet 2015,Remoissenet Père & Fils,Puligny-Montrachet,2015,Burgundy,Côte de Beaune White,4.3,66,4.2,257,109.95,109.95,0.03910868576625739,0.03819918144611187
Gravner Breg Anfora Bianco 2002,Gravner,Breg Anfora Bianco,2002,Northern Italy,White,4.3,66,4.3,2252,73.705,73.705,0.05834068245030866,0.05834068245030866
Domaine Rapet Corton-Charlemagne Grand Cru 2010,Domaine Rapet,Corton-Charlemagne Grand Cru,2010,Burgundy,Côte de Beaune White,4.3,63,4.3,1180,132.68,132.68,0.032408803135363276,0.032408803135363276
Domaine des Héritiers Louis Jadot Corton-Charlemagne Grand Cru 2005,Domaine des Héritiers Louis Jadot,Corton-Charlemagne Grand Cru,2005,Burgundy,Côte de Beaune White,4.3,62,4.4,1421,138,138,0.03115942028985507,0.0318840579710145
Domaine Henri Boillot Corton-Charlemagne Grand Cru 2010,Domaine Henri Boillot,Corton-Charlemagne Grand Cru,2010,Burgundy,Côte de Beaune White,4.3,62,4.3,692,175,175,0.02457142857142857,0.02457142857142857
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Combettes' 2008,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Combettes',2008,Burgundy,Côte de Beaune White,4.3,60,4.4,758,108.38,108.38,0.03967521682967337,0.04059789629082857
Domaine Leflaive Puligny-Montrachet 1er Cru Les Folatières 2004,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Folatières,2004,Burgundy,Côte de Beaune White,4.3,58,4.4,1246,186,186,0.023118279569892472,0.023655913978494626
Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Morgeot' Blanc 2009,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,2009,Burgundy,Côte de Beaune White,4.3,56,4.4,1045,106.7,106.7,0.04029990627928772,0.041237113402061855
Domaine des Comtes Lafon Meursault 2000,Domaine des Comtes Lafon,Meursault,2000,Burgundy,Côte de Beaune White,4.3,56,4.3,1463,134.43,134.43,0.031986907684296656,0.031986907684296656
Louis Jadot Bâtard-Montrachet Grand Cru 2013,Louis Jadot,Bâtard-Montrachet Grand Cru,2013,Burgundy,Côte de Beaune White,4.3,56,4.4,758,182.68,182.68,0.023538427851981604,0.0240858331508649
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Folatières' 2010,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Folatières',2010,Burgundy,Côte de Beaune White,4.3,56,4.2,354,110,110,0.039090909090909086,0.038181818181818185
Domaine Leflaive Puligny-Montrachet 1er Cru Les Combettes 2011,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Combettes,2011,Burgundy,Côte de Beaune White,4.3,56,4.3,588,174,174,0.02471264367816092,0.02471264367816092
Domaine Leflaive Meursault 1er cru sous le Dos d'Ane 2016,Domaine Leflaive,Meursault 1er cru sous le Dos d'Ane,2016,Burgundy,Côte de Beaune White,4.3,55,4.3,1103,107.95,107.95,0.03983325613710051,0.03983325613710051
Raveneau Chablis 2013,Raveneau,Chablis,2013,Burgundy,Chablis,4.3,53,4.3,655,176.44,176.44,0.024370890954432102,0.024370890954432102
Nicolas Joly Clos de la Coulée de Serrant 1994,Nicolas Joly,Clos de la Coulée de Serrant,1994,Loire,Chenin Blanc,4.3,53,4.3,4998,131.07,131.07,0.03280689707789731,0.03280689707789731
M. Chapoutier Ermitage de l'Orée 2014,M. Chapoutier,Ermitage de l'Orée,2014,Northern Rhône,White,4.3,52,4.3,1167,151,151,0.02847682119205298,0.02847682119205298
Etienne Sauzet Puligny-Montrachet 1er Cru 'Champ Canet' 2013,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Champ Canet',2013,Burgundy,Côte de Beaune White,4.3,50,4.3,649,170,170,0.02529411764705882,0.02529411764705882
Domaine Coche-Dury Bourgogne Aligoté 2010,Domaine Coche-Dury,Bourgogne Aligoté,2010,Burgundy,White,4.3,49,4.1,375,162,162,0.026543209876543208,0.02530864197530864
Vincent Dancer Chassagne-Montrachet 1er Cru 'La Romanée' 2013,Vincent Dancer,Chassagne-Montrachet 1er Cru 'La Romanée',2013,Burgundy,Côte de Beaune White,4.3,47,4.3,386,138,138,0.03115942028985507,0.03115942028985507
Kistler Hudson Vineyard Chardonnay 2012,Kistler,Hudson Vineyard Chardonnay,2012,Napa Valley,Chardonnay,4.3,47,4.3,478,193.24,193.24,0.022252121713930862,0.022252121713930862
Domaine Jean-Louis Chave Hermitage Blanc 2012,Domaine Jean-Louis Chave,Hermitage Blanc,2012,Northern Rhône,White,4.3,47,4.4,640,161.32,161.32,0.026655095462434913,0.027274981403421775
Franz Hirtzberger Hochrain - Riesling Smaragd 2009,Franz Hirtzberger,Hochrain - Riesling Smaragd,2009,Austrian,Riesling,4.3,46,4.3,874,106.54,106.54,0.040360428008259806,0.040360428008259806
Olivier Leflaive Chassagne-Montrachet 1er Cru Abbaye de Morgeot 2015,Olivier Leflaive,Chassagne-Montrachet 1er Cru Abbaye de Morgeot,2015,Burgundy,Côte de Beaune White,4.3,46,4.2,611,80,80,0.05375,0.052500000000000005
Domaine du Pavillon Corton-Charlemagne Grand Cru 2012,Domaine du Pavillon,Corton-Charlemagne Grand Cru,2012,Burgundy,Côte de Beaune White,4.3,46,4.3,414,105,105,0.04095238095238095,0.04095238095238095
Louis Latour Bienvenues-Bâtard-Montrachet Grand Cru 2004,Louis Latour,Bienvenues-Bâtard-Montrachet Grand Cru,2004,Burgundy,Côte de Beaune White,4.3,45,4.3,217,104.99,104.99,0.04095628155062387,0.04095628155062387
M. Chapoutier Ermitage de l'Orée 2008,M. Chapoutier,Ermitage de l'Orée,2008,Northern Rhône,White,4.3,45,4.3,1167,130,130,0.03307692307692307,0.03307692307692307
Bonneau du Martray Corton-Charlemagne Grand Cru 1993,Bonneau du Martray,Corton-Charlemagne Grand Cru,1993,Burgundy,Côte de Beaune White,4.3,44,4.4,6891,170.39,170.39,0.025236222783027173,0.02582311168495804
Domaine Leflaive Puligny-Montrachet 1er Cru 'Clavoillon' 2000,Domaine Leflaive,Puligny-Montrachet 1er Cru 'Clavoillon',2000,Burgundy,Côte de Beaune White,4.3,43,4.3,3221,126,126,0.034126984126984124,0.034126984126984124
Thomas Morey Bâtard-Montrachet Grand Cru 2011,Thomas Morey,Bâtard-Montrachet Grand Cru,2011,Burgundy,Côte de Beaune White,4.3,43,4.3,153,143.76,143.76,0.029910962715637174,0.029910962715637174
Domaine Leflaive Puligny-Montrachet 1er Cru Les Folatières 2012,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Folatières,2012,Burgundy,Côte de Beaune White,4.3,43,4.4,1246,174,174,0.02471264367816092,0.025287356321839084
Bouchard Père & Fils Corton-Charlemagne Grand Cru Blanc 1999,Bouchard Père & Fils,Corton-Charlemagne Grand Cru Blanc,1999,Burgundy,Côte de Beaune White,4.3,42,4.3,1908,128.33,128.33,0.033507363827631885,0.033507363827631885
M. Chapoutier Ermitage de l'Orée 1999,M. Chapoutier,Ermitage de l'Orée,1999,Northern Rhône,White,4.3,42,4.3,1167,150,150,0.028666666666666667,0.028666666666666667
Remoissenet Père & Fils Corton-Charlemagne Grand Cru Diamond Jubilee 2011,Remoissenet Père & Fils,Corton-Charlemagne Grand Cru Diamond Jubilee,2011,Burgundy,Côte de Beaune White,4.3,43,4.3,129,103,103,0.04174757281553398,0.04174757281553398
Château Pape Clément Pessac-Léognan Blanc 2011,Château Pape Clément,Pessac-Léognan Blanc,2011,Bordeaux,White,4.3,41,4.2,1133,117.3,117.3,0.03665814151747655,0.03580562659846548
Lucien le Moine Corton Grand Cru Blanc 2009,Lucien le Moine,Corton Grand Cru Blanc,2009,Burgundy,Côte de Beaune White,4.3,39,4.3,210,102.68,102.68,0.04187767822360732,0.04187767822360732
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 2003,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),2003,,,4.3,38,4.3,974,198.99,198.99,0.021609126086738026,0.021609126086738026
Etienne Sauzet Puligny-Montrachet 1er Cru 'Les Combettes' 2012,Etienne Sauzet,Puligny-Montrachet 1er Cru 'Les Combettes',2012,Burgundy,Côte de Beaune White,4.3,38,4.4,758,113.42,113.42,0.03791218479985893,0.03879386351613472
Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Boudriotte' Blanc 2016,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Boudriotte' Blanc,2016,Burgundy,Côte de Beaune White,4.3,38,4.3,1161,117.5,117.5,0.03659574468085106,0.03659574468085106
Louis Latour Bâtard-Montrachet Grand Cru 2008,Louis Latour,Bâtard-Montrachet Grand Cru,2008,Burgundy,Côte de Beaune White,4.3,38,4.3,984,186.67,186.67,0.023035302941018913,0.023035302941018913
Domaine Leflaive Puligny-Montrachet 1er Cru Les Combettes 2008,Domaine Leflaive,Puligny-Montrachet 1er Cru Les Combettes,2008,Burgundy,Côte de Beaune White,4.3,36,4.3,588,199,199,0.021608040201005024,0.021608040201005024
Benoît Ente Puligny-Montrachet Premier Cru ' Clos de la Truffière' 2016,Benoît Ente,Puligny-Montrachet Premier Cru ' Clos de la Truffière',2016,Burgundy,Côte de Beaune White,4.3,36,4.4,175,116.79,116.79,0.03681822073807689,0.03767445842966007
Olivier Leflaive Puligny-Montrachet 1er Cru Les Pucelles 2014,Olivier Leflaive,Puligny-Montrachet 1er Cru Les Pucelles,2014,Burgundy,Côte de Beaune White,4.3,36,4.3,355,149,149,0.02885906040268456,0.02885906040268456
Domaine de Montille Corton-Charlemagne Grand Cru 2014,Domaine de Montille,Corton-Charlemagne Grand Cru,2014,Burgundy,Côte de Beaune White,4.3,35,4.4,376,103.48,103.48,0.0415539234634712,0.04252029377657519
Raveneau Chablis Premier Cru 'Forêt' 2009,Raveneau,Chablis Premier Cru 'Forêt',2009,Burgundy,Chablis,4.3,34,4.4,364,119.31,119.31,0.03604056659123292,0.036878719302656945
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 1983,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),1983,,,4.3,34,4.3,974,161.32,161.32,0.026655095462434913,0.026655095462434913
Domaine Henri Boillot Corton-Charlemagne Grand Cru 2014,Domaine Henri Boillot,Corton-Charlemagne Grand Cru,2014,Burgundy,Côte de Beaune White,4.3,34,4.3,692,175.48,175.48,0.02450421700478687,0.02450421700478687
Eisele Vineyard Sauvignon Blanc 2017,Eisele Vineyard,Sauvignon Blanc,2017,Californian,Sauvignon Blanc,4.3,33,4.3,358,118,118,0.036440677966101696,0.036440677966101696
Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' Blanc 2017,Joseph Drouhin,Beaune 1er Cru 'Clos des Mouches' Blanc,2017,Burgundy,Côte de Beaune White,4.3,33,4.3,1877,110,110,0.039090909090909086,0.039090909090909086
Kistler Dutton Ranch Chardonnay 2011,Kistler,Dutton Ranch Chardonnay,2011,Californian,Chardonnay,4.3,33,4.4,525,193.24,193.24,0.022252121713930862,0.022769612916580417
Bouchard Père & Fils Meursault 1er Cru 'Perrières' Blanc 2010,Bouchard Père & Fils,Meursault 1er Cru 'Perrières' Blanc,2010,Burgundy,Côte de Beaune White,4.3,33,4.2,727,127.49,127.49,0.03372813554004236,0.032943760294925094
Olivier Leflaive Puligny-Montrachet 1er Cru Les Folatieres 2014,Olivier Leflaive,Puligny-Montrachet 1er Cru Les Folatieres,2014,Burgundy,Côte de Beaune White,4.3,33,4.3,306,139.99,139.99,0.030716479748553464,0.030716479748553464
Domaine Jacques Prieur Meursault-Perrieres 1er Cru 2013,Domaine Jacques Prieur,Meursault-Perrieres 1er Cru,2013,Burgundy,Côte de Beaune White,4.3,31,4.2,194,122.98,122.98,0.03496503496503496,0.034151894617010896
Domaine Jean-Louis Chave Hermitage Blanc 2004,Domaine Jean-Louis Chave,Hermitage Blanc,2004,Northern Rhône,White,4.3,31,4.4,640,151.23,151.23,0.028433511869338096,0.029094756331415728
Jean Macle Château-Chalon 2010,Jean Macle,Château-Chalon,2010,Jura,Vin Jaune,4.3,30,4.2,575,108.38,108.38,0.03967521682967337,0.03875253736851818
Kistler Trenton Roadhouse Chardonnay 2011,Kistler,Trenton Roadhouse Chardonnay,2011,Californian,Chardonnay,4.3,29,4.4,316,189.04,189.04,0.02274650867541261,0.023275497249259418
Château Musar Blanc (Gaston Hochar) 1989,Château Musar,Blanc (Gaston Hochar),1989,,,4.3,29,3.9,1843,142.36,142.36,0.03020511379601011,0.027395335768474288
Château La Mission Haut-Brion Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves) 1994,Château La Mission Haut-Brion,Pessac-Léognan Blanc (Château Laville Haut-Brion) (Grand Cru Classé de Graves),1994,,,4.3,28,4.3,974,112.02,112.02,0.03838600249955365,0.03838600249955365
Lucien le Moine Puligny-Montrachet 1er Cru Les Folatières 2011,Lucien le Moine,Puligny-Montrachet 1er Cru Les Folatières,2011,Burgundy,Côte de Beaune White,4.3,27,4.4,240,122.68,122.68,0.03505053798500163,0.0358656667753505
Markus Molitor Ürziger Würzgarten Riesling Spätlese 2013,Markus Molitor,Ürziger Würzgarten Riesling Spätlese,2013,German,Riesling,4.3,27,4.1,602,177.68,177.68,0.02420081044574516,0.023075191355245384
Nicolas Potel Corton-Charlemagne Grand Cru 2006,Nicolas Potel,Corton-Charlemagne Grand Cru,2006,Burgundy,Côte de Beaune White,4.3,26,4.2,92,198,198,0.021717171717171715,0.021212121212121213
Jean-Claude Ramonet Chassagne-Montrachet Premier Cru 'Les Ruchottes' Blanc 2016,Jean-Claude Ramonet,Chassagne-Montrachet Premier Cru 'Les Ruchottes' Blanc,2016,Burgundy,Côte de Beaune White,4.3,26,4.3,911,170.68,170.68,0.025193344269978907,0.025193344269978907
